io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,query_number,execution_order,execution_time_seconds,row_count,timestamp
bgworkers,1,1,1,POWER,0,1,2,,1,2025-11-03 23:39:51
bgworkers,1,1,1,POWER,0,2,3,,433,2025-11-03 23:39:53
bgworkers,1,1,1,POWER,0,3,4,,11414,2025-11-03 23:39:55
bgworkers,1,1,1,POWER,0,4,5,,6,2025-11-03 23:39:57
bgworkers,1,1,1,POWER,0,5,6,,6,2025-11-03 23:39:58
bgworkers,1,1,1,POWER,0,6,7,,2,2025-11-03 23:39:59
bgworkers,1,1,1,POWER,0,7,8,,5,2025-11-03 23:40:00
bgworkers,1,1,1,POWER,0,8,9,,3,2025-11-03 23:40:02
bgworkers,1,1,1,POWER,0,9,10,,176,2025-11-03 23:40:03
bgworkers,1,1,1,POWER,0,10,11,,38101,2025-11-03 23:40:05
bgworkers,1,1,1,POWER,0,11,12,,1,2025-11-03 23:40:06
bgworkers,1,1,1,POWER,0,12,13,,3,2025-11-03 23:40:08
bgworkers,1,1,1,POWER,0,13,14,,43,2025-11-03 23:40:09
bgworkers,1,1,1,POWER,0,14,15,,2,2025-11-03 23:40:10
bgworkers,1,1,1,POWER,0,15,16,,4,2025-11-03 23:40:12
bgworkers,1,1,1,POWER,0,16,17,,18432,2025-11-03 23:40:13
bgworkers,1,1,1,POWER,0,17,18,,2,2025-11-03 23:40:14
bgworkers,1,1,1,POWER,0,18,19,,13,2025-11-03 23:40:16
bgworkers,1,1,1,POWER,0,19,20,,2,2025-11-03 23:40:18
bgworkers,1,1,1,POWER,0,20,21,,171,2025-11-03 23:40:19
bgworkers,1,1,1,POWER,0,21,22,,394,2025-11-03 23:40:21
bgworkers,1,1,1,POWER,0,22,23,,8,2025-11-03 23:40:22
bgworkers,1,1,1,THROUGHPUT,2,10,23,,38101,2025-11-03 23:40:23
bgworkers,1,1,1,THROUGHPUT,1,18,1,,13,2025-11-03 23:40:25
bgworkers,1,1,1,THROUGHPUT,1,8,2,,3,2025-11-03 23:40:25
bgworkers,1,1,1,THROUGHPUT,1,15,3,,4,2025-11-03 23:40:25
bgworkers,1,1,1,THROUGHPUT,1,5,4,,6,2025-11-03 23:40:26
bgworkers,1,1,1,THROUGHPUT,1,3,5,,11414,2025-11-03 23:40:26
bgworkers,1,1,1,THROUGHPUT,1,19,6,,2,2025-11-03 23:40:26
bgworkers,1,1,1,THROUGHPUT,1,16,7,,18432,2025-11-03 23:40:26
bgworkers,1,1,1,THROUGHPUT,1,22,8,,8,2025-11-03 23:40:26
bgworkers,1,1,1,THROUGHPUT,1,6,9,,2,2025-11-03 23:40:26
bgworkers,1,1,1,THROUGHPUT,1,11,10,,1,2025-11-03 23:40:27
bgworkers,1,1,1,THROUGHPUT,1,10,11,,38101,2025-11-03 23:40:27
bgworkers,1,1,1,THROUGHPUT,2,18,24,,13,2025-11-03 23:40:27
bgworkers,1,1,1,THROUGHPUT,1,12,12,,3,2025-11-03 23:40:27
bgworkers,1,1,1,THROUGHPUT,2,12,25,,3,2025-11-03 23:40:28
bgworkers,1,1,1,THROUGHPUT,2,8,26,,3,2025-11-03 23:40:28
bgworkers,1,1,1,THROUGHPUT,2,1,27,,1,2025-11-03 23:40:28
bgworkers,1,1,1,THROUGHPUT,1,9,13,,176,2025-11-03 23:40:28
bgworkers,1,1,1,THROUGHPUT,2,17,28,,2,2025-11-03 23:40:28
bgworkers,1,1,1,THROUGHPUT,2,2,29,,433,2025-11-03 23:40:28
bgworkers,1,1,1,THROUGHPUT,2,14,30,,2,2025-11-03 23:40:28
bgworkers,1,1,1,THROUGHPUT,1,20,14,,171,2025-11-03 23:40:28
bgworkers,1,1,1,THROUGHPUT,1,1,15,,1,2025-11-03 23:40:28
bgworkers,1,1,1,THROUGHPUT,2,13,31,,43,2025-11-03 23:40:29
bgworkers,1,1,1,THROUGHPUT,1,13,16,,43,2025-11-03 23:40:29
bgworkers,1,1,1,THROUGHPUT,1,14,17,,2,2025-11-03 23:40:29
bgworkers,1,1,1,THROUGHPUT,2,20,32,,171,2025-11-03 23:40:29
bgworkers,1,1,1,THROUGHPUT,2,19,33,,2,2025-11-03 23:40:29
bgworkers,1,1,1,THROUGHPUT,1,2,18,,433,2025-11-03 23:40:29
bgworkers,1,1,1,THROUGHPUT,1,17,19,,2,2025-11-03 23:40:29
bgworkers,1,1,1,THROUGHPUT,2,6,34,,2,2025-11-03 23:40:29
bgworkers,1,1,1,THROUGHPUT,1,4,20,,6,2025-11-03 23:40:29
bgworkers,1,1,1,THROUGHPUT,2,11,35,,1,2025-11-03 23:40:30
bgworkers,1,1,1,THROUGHPUT,2,16,36,,18432,2025-11-03 23:40:30
bgworkers,1,1,1,THROUGHPUT,1,7,21,,5,2025-11-03 23:40:30
bgworkers,1,1,1,THROUGHPUT,2,7,37,,5,2025-11-03 23:40:30
bgworkers,1,1,1,THROUGHPUT,1,21,22,,394,2025-11-03 23:40:30
bgworkers,1,1,1,THROUGHPUT,2,15,38,,4,2025-11-03 23:40:30
bgworkers,1,1,1,THROUGHPUT,2,9,39,,176,2025-11-03 23:40:31
bgworkers,1,1,1,THROUGHPUT,2,4,40,,6,2025-11-03 23:40:31
bgworkers,1,1,1,THROUGHPUT,2,5,41,,6,2025-11-03 23:40:31
bgworkers,1,1,1,THROUGHPUT,2,3,42,,11414,2025-11-03 23:40:31
bgworkers,1,1,1,THROUGHPUT,2,22,43,,8,2025-11-03 23:40:32
bgworkers,1,1,1,THROUGHPUT,2,21,44,,394,2025-11-03 23:40:32
