io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,query_number,execution_order,execution_time_seconds,row_count,timestamp
bgworkers,1,1,1,POWER,0,1,2,.046885459,1,2025-11-05 17:38:35
bgworkers,1,1,1,POWER,0,2,3,.085512285,45,2025-11-05 17:38:36
bgworkers,1,1,1,POWER,0,3,4,.190584221,1128,2025-11-05 17:38:37
bgworkers,1,1,1,POWER,0,4,5,.081278037,6,2025-11-05 17:38:38
bgworkers,1,1,1,POWER,0,5,6,.090621454,6,2025-11-05 17:38:39
bgworkers,1,1,1,POWER,0,6,7,.109597796,2,2025-11-05 17:38:41
bgworkers,1,1,1,POWER,0,7,8,.123967518,5,2025-11-05 17:38:42
bgworkers,1,1,1,POWER,0,8,9,.097081143,3,2025-11-05 17:38:43
bgworkers,1,1,1,POWER,0,9,10,.206456519,176,2025-11-05 17:38:44
bgworkers,1,1,1,POWER,0,10,11,.105927215,3802,2025-11-05 17:38:45
bgworkers,1,1,1,POWER,0,11,12,.065793639,1,2025-11-05 17:38:46
bgworkers,1,1,1,POWER,0,12,13,.105926881,3,2025-11-05 17:38:47
bgworkers,1,1,1,POWER,0,13,14,.100721818,45,2025-11-05 17:38:49
bgworkers,1,1,1,POWER,0,14,15,.091116560,2,2025-11-05 17:38:50
bgworkers,1,1,1,POWER,0,15,16,.108608162,4,2025-11-05 17:38:51
bgworkers,1,1,1,POWER,0,16,17,.089201935,2880,2025-11-05 17:38:52
bgworkers,1,1,1,POWER,0,17,18,.065249811,2,2025-11-05 17:38:53
bgworkers,1,1,1,POWER,0,18,19,.361315179,4,2025-11-05 17:38:54
bgworkers,1,1,1,POWER,0,19,20,.088759297,2,2025-11-05 17:38:55
bgworkers,1,1,1,POWER,0,20,21,.117537783,25,2025-11-05 17:38:57
bgworkers,1,1,1,POWER,0,21,22,.111643091,54,2025-11-05 17:38:58
bgworkers,1,1,1,POWER,0,22,23,.094659769,7,2025-11-05 17:38:59
bgworkers,1,1,1,THROUGHPUT,1,1,1,.036384776,1,2025-11-05 17:39:00
bgworkers,1,1,1,THROUGHPUT,2,15,23,.102974292,4,2025-11-05 17:39:00
bgworkers,1,1,1,THROUGHPUT,1,10,2,.093165447,3802,2025-11-05 17:39:00
bgworkers,1,1,1,THROUGHPUT,1,2,3,.042268540,45,2025-11-05 17:39:00
bgworkers,1,1,1,THROUGHPUT,2,13,24,.078972081,45,2025-11-05 17:39:00
bgworkers,1,1,1,THROUGHPUT,2,6,25,.067550484,2,2025-11-05 17:39:00
bgworkers,1,1,1,THROUGHPUT,1,15,4,.109930795,4,2025-11-05 17:39:00
bgworkers,1,1,1,THROUGHPUT,2,5,26,.055686430,6,2025-11-05 17:39:00
bgworkers,1,1,1,THROUGHPUT,1,5,5,.057999679,6,2025-11-05 17:39:00
bgworkers,1,1,1,THROUGHPUT,2,11,27,.039829505,1,2025-11-05 17:39:00
bgworkers,1,1,1,THROUGHPUT,2,2,28,.043054113,45,2025-11-05 17:39:00
bgworkers,1,1,1,THROUGHPUT,1,22,6,.064212773,7,2025-11-05 17:39:00
bgworkers,1,1,1,THROUGHPUT,2,20,29,.070456431,25,2025-11-05 17:39:00
bgworkers,1,1,1,THROUGHPUT,1,13,7,.071503555,45,2025-11-05 17:39:00
bgworkers,1,1,1,THROUGHPUT,1,17,8,.034537655,2,2025-11-05 17:39:01
bgworkers,1,1,1,THROUGHPUT,2,3,30,.062405017,1128,2025-11-05 17:39:01
bgworkers,1,1,1,THROUGHPUT,1,11,9,.042164222,1,2025-11-05 17:39:01
bgworkers,1,1,1,THROUGHPUT,2,16,31,.061490221,2880,2025-11-05 17:39:01
bgworkers,1,1,1,THROUGHPUT,1,8,10,.059181107,3,2025-11-05 17:39:01
bgworkers,1,1,1,THROUGHPUT,2,22,32,.064897559,7,2025-11-05 17:39:01
bgworkers,1,1,1,THROUGHPUT,1,20,11,.084819354,25,2025-11-05 17:39:01
bgworkers,1,1,1,THROUGHPUT,2,21,33,.086319329,54,2025-11-05 17:39:01
bgworkers,1,1,1,THROUGHPUT,1,6,12,.068351010,2,2025-11-05 17:39:01
bgworkers,1,1,1,THROUGHPUT,2,4,34,.058055478,6,2025-11-05 17:39:01
bgworkers,1,1,1,THROUGHPUT,2,1,35,.033488594,1,2025-11-05 17:39:01
bgworkers,1,1,1,THROUGHPUT,1,16,13,.066758091,2880,2025-11-05 17:39:01
bgworkers,1,1,1,THROUGHPUT,1,7,14,.068802414,5,2025-11-05 17:39:01
bgworkers,1,1,1,THROUGHPUT,2,10,36,.104384587,3802,2025-11-05 17:39:01
bgworkers,1,1,1,THROUGHPUT,1,19,15,.042707467,2,2025-11-05 17:39:01
bgworkers,1,1,1,THROUGHPUT,1,4,16,.055180936,6,2025-11-05 17:39:01
bgworkers,1,1,1,THROUGHPUT,2,12,37,.083518728,3,2025-11-05 17:39:01
bgworkers,1,1,1,THROUGHPUT,1,21,17,.083427759,54,2025-11-05 17:39:01
bgworkers,1,1,1,THROUGHPUT,1,3,18,.076020606,1128,2025-11-05 17:39:01
bgworkers,1,1,1,THROUGHPUT,1,14,19,.076811721,2,2025-11-05 17:39:01
bgworkers,1,1,1,THROUGHPUT,2,18,38,.347764086,4,2025-11-05 17:39:01
bgworkers,1,1,1,THROUGHPUT,1,9,20,.122801294,176,2025-11-05 17:39:02
bgworkers,1,1,1,THROUGHPUT,1,12,21,.080140377,3,2025-11-05 17:39:02
bgworkers,1,1,1,THROUGHPUT,2,9,39,.129559426,176,2025-11-05 17:39:02
bgworkers,1,1,1,THROUGHPUT,2,19,40,.045441699,2,2025-11-05 17:39:02
bgworkers,1,1,1,THROUGHPUT,2,7,41,.077932754,5,2025-11-05 17:39:02
bgworkers,1,1,1,THROUGHPUT,2,14,42,.083557314,2,2025-11-05 17:39:02
bgworkers,1,1,1,THROUGHPUT,2,8,43,.063047385,3,2025-11-05 17:39:02
bgworkers,1,1,1,THROUGHPUT,1,18,22,.350032362,4,2025-11-05 17:39:02
bgworkers,1,1,1,THROUGHPUT,2,17,44,.034948580,2,2025-11-05 17:39:02
