io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,query_number,execution_order,execution_time_seconds,row_count,timestamp
bgworkers,1,1,1,POWER,0,13,2,33.143726520,47,2026-06-18 08:58:23
bgworkers,1,1,1,POWER,0,6,3,93.853409053,2,2026-06-18 08:59:57
bgworkers,1,1,1,POWER,0,5,4,14.381977474,6,2026-06-18 09:00:11
bgworkers,1,1,1,POWER,0,4,5,18.002889252,6,2026-06-18 09:00:29
bgworkers,1,1,1,POWER,0,1,6,.170751958,1,2026-06-18 09:00:30
bgworkers,1,1,1,POWER,0,10,7,9.500107238,21,2026-06-18 09:00:39
bgworkers,1,1,1,POWER,0,12,8,9.187329477,3,2026-06-18 09:00:48
bgworkers,1,1,1,POWER,0,2,9,56.665777493,101,2026-06-18 09:01:45
bgworkers,1,1,1,POWER,0,14,10,3.161466814,2,2026-06-18 09:01:48
bgworkers,1,1,1,POWER,0,19,11,2.970070831,2,2026-06-18 09:01:51
bgworkers,1,1,1,POWER,0,7,12,6.188140092,5,2026-06-18 09:01:58
bgworkers,1,1,1,POWER,0,8,13,8.747949685,3,2026-06-18 09:02:07
bgworkers,1,1,1,POWER,0,16,14,4.576325070,27840,2026-06-18 09:02:11
bgworkers,1,1,1,POWER,0,22,15,2.313388150,8,2026-06-18 09:02:14
bgworkers,1,1,1,POWER,0,18,16,59.969466539,100,2026-06-18 09:03:14
bgworkers,1,1,1,POWER,0,20,17,100.959653858,1752,2026-06-18 09:04:55
bgworkers,1,1,1,POWER,0,9,18,13.685584242,176,2026-06-18 09:05:08
bgworkers,1,1,1,POWER,0,21,19,170.549279809,101,2026-06-18 09:07:59
bgworkers,1,1,1,POWER,0,17,20,20.956153057,2,2026-06-18 09:08:20
bgworkers,1,1,1,POWER,0,15,21,9.165126851,4,2026-06-18 09:08:29
bgworkers,1,1,1,POWER,0,11,22,2.087321960,9182,2026-06-18 09:08:31
bgworkers,1,1,1,POWER,0,3,23,9.409659436,11,2026-06-18 09:08:41
bgworkers,1,1,1,THROUGHPUT,2,16,23,5.600709472,27840,2026-06-18 09:08:52
bgworkers,1,1,1,THROUGHPUT,3,4,45,6.842695816,6,2026-06-18 09:08:54
bgworkers,1,1,1,THROUGHPUT,3,11,46,2.866203547,9349,2026-06-18 09:08:57
bgworkers,1,1,1,THROUGHPUT,2,13,24,11.044904378,47,2026-06-18 09:09:04
bgworkers,1,1,1,THROUGHPUT,1,3,1,16.908168208,11,2026-06-18 09:09:04
bgworkers,1,1,1,THROUGHPUT,1,22,2,1.588615477,8,2026-06-18 09:09:05
bgworkers,1,1,1,THROUGHPUT,3,12,47,9.580370127,3,2026-06-18 09:09:06
bgworkers,1,1,1,THROUGHPUT,3,6,48,3.260674140,2,2026-06-18 09:09:10
